ranking,player_image,name,position,age,nation_image,nation,team_image,team,value
326,https://img.a.transfermarkt.technology/portrait/small/131225-1513245039.jpg?lm=1,Nicolás Tagliafico,Left-Back,28,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,Ajax Amsterdam,€25.00m
327,https://img.a.transfermarkt.technology/portrait/small/127187-1448382341.png?lm=1,Abdoulaye Doucouré,Central Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€25.00m
328,https://img.a.transfermarkt.technology/portrait/small/123682-1475741905.jpg?lm=1,Callum Wilson,Centre-Forward,29,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/762.png?lm=1472921161,Newcastle United,€25.00m
329,https://img.a.transfermarkt.technology/portrait/small/111873-1547721671.jpg?lm=1,Emiliano Martínez,Goalkeeper,28,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,Aston Villa,€25.00m
330,https://img.a.transfermarkt.technology/portrait/small/107010-1447152848.jpg?lm=1,Stefan Savic,Centre-Back,30,https://tmssl.akamaized.net/images/flagge/verysmall/216.png?lm=1520611569,Montenegro,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,Atlético Madrid,€25.00m
331,https://img.a.transfermarkt.technology/portrait/small/86202-1508992410.jpg?lm=1,Antonio Rüdiger,Centre-Back,28,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€25.00m
332,https://img.a.transfermarkt.technology/portrait/small/85370-1489053148.jpg?lm=1,Sergi Roberto,Right-Back,29,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,FC Barcelona,€25.00m
333,https://img.a.transfermarkt.technology/portrait/small/82105-1544635015.jpg?lm=1,Joel Matip,Centre-Back,29,https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569,Cameroon,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€25.00m
334,https://img.a.transfermarkt.technology/portrait/small/77100-1454602060.jpg?lm=1,Lucas Moura,Right Winger,28,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€25.00m
335,https://img.a.transfermarkt.technology/portrait/small/74230-1602692460.jpg?lm=1,Pablo Sarabia,Right Winger,28,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,Paris Saint-Germain,€25.00m
336,https://img.a.transfermarkt.technology/portrait/small/72476-1472560230.jpg?lm=1,Bernd Leno,Goalkeeper,29,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€25.00m
337,https://img.a.transfermarkt.technology/portrait/small/69751-1454079452.jpg?lm=1,Jordi Alba,Left-Back,32,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,FC Barcelona,€25.00m
338,https://img.a.transfermarkt.technology/portrait/small/26399-1580460866.jpg?lm=1,Sergio Agüero,Centre-Forward,32,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€25.00m
339,https://img.a.transfermarkt.technology/portrait/small/18922-1544774342.jpg?lm=1,Karim Benzema,Centre-Forward,33,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,Real Madrid,€25.00m
340,https://img.a.transfermarkt.technology/portrait/small/580195-1601299443.jpg?lm=1,Jamal Musiala,Attacking Midfield,18,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,Bayern Munich,€24.00m
341,https://img.a.transfermarkt.technology/portrait/small/323704-1602271074.png?lm=1,Malcom,Right Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/964.png?lm=1486195881,Zenit St. Petersburg,€24.00m
342,https://img.a.transfermarkt.technology/portrait/small/264372-1612463333.png?lm=1,Viktor Tsygankov,Right Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569,Ukraine,https://tmssl.akamaized.net/images/wappen/verysmall/338.png?lm=1442954715,Dynamo Kyiv,€24.00m
343,https://img.a.transfermarkt.technology/portrait/small/262226-1594708617.jpg?lm=1,Timothy Castagne,Right-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€24.00m
344,https://img.a.transfermarkt.technology/portrait/small/184573-1569853055.png?lm=1,Victor Lindelöf,Centre-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569,Sweden,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€24.00m
345,https://img.a.transfermarkt.technology/portrait/small/141050-1542106029.png?lm=1,Danilo Pereira,Defensive Midfield,29,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,Paris Saint-Germain,€24.00m
346,https://img.a.transfermarkt.technology/portrait/small/45320-1602849270.jpg?lm=1,Ángel Di María,Right Winger,33,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,Paris Saint-Germain,€24.00m
347,https://img.a.transfermarkt.technology/portrait/small/348026-1613997894.jpg?lm=1,Nordi Mukiele,Right-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€23.00m
348,https://img.a.transfermarkt.technology/portrait/small/344605-1591172562.jpg?lm=1,Boubakary Soumaré,Defensive Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,LOSC Lille,€23.00m
349,https://img.a.transfermarkt.technology/portrait/small/331401-1594715706.jpg?lm=1,Manuel Lazzari,Right Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,SS Lazio,€23.00m
350,https://img.a.transfermarkt.technology/portrait/small/263918-1614091807.jpg?lm=1,Aleksandr Golovin,Attacking Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569,Russia,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1463176069,AS Monaco,€23.00m
351,https://img.a.transfermarkt.technology/portrait/small/238055-1603795640.jpg?lm=1,Rafa Silva,Right Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,SL Benfica,€23.00m
352,https://img.a.transfermarkt.technology/portrait/small/180337-1602271105.png?lm=1,Sardar Azmoun,Centre-Forward,26,https://tmssl.akamaized.net/images/flagge/verysmall/71.png?lm=1520611569,Iran,https://tmssl.akamaized.net/images/wappen/verysmall/964.png?lm=1486195881,Zenit St. Petersburg,€23.00m
353,https://img.a.transfermarkt.technology/portrait/small/148252-1537772961.jpg?lm=1,Remo Freuler,Central Midfield,29,https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569,Switzerland,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€23.00m
354,https://img.a.transfermarkt.technology/portrait/small/133179-1594708388.jpg?lm=1,Marten de Roon,Defensive Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€23.00m
355,https://img.a.transfermarkt.technology/portrait/small/655488-1565253804.jpg?lm=1,Gabriel Martinelli,Left Winger,19,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€22.00m
356,https://img.a.transfermarkt.technology/portrait/small/584769-1543493995.jpg?lm=1,Dwight McNeil,Left Winger,21,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/1132.png?lm=1587809239,Burnley FC,€22.00m
357,https://img.a.transfermarkt.technology/portrait/small/480762-1609862162.jpg?lm=1,Lisandro Martínez,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,Ajax Amsterdam,€22.00m
358,https://img.a.transfermarkt.technology/portrait/small/402008-1617114116.jpg?lm=1,Amadou Haidara,Central Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569,Mali,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€22.00m
359,https://img.a.transfermarkt.technology/portrait/small/327251-1608121942.jpg?lm=1,Ridle Baku,Right-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,VfL Wolfsburg,€22.00m
360,https://img.a.transfermarkt.technology/portrait/small/326300-1595615276.jpg?lm=1,Jeff Reine-Adélaïde,Attacking Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/417.png?lm=1408779490,OGC Nice,€22.00m
361,https://img.a.transfermarkt.technology/portrait/small/324278-1590670295.jpg?lm=1,Christoph Baumgartner,Attacking Midfield,21,https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569,Austria,https://tmssl.akamaized.net/images/wappen/verysmall/533.png?lm=1458907862,TSG 1899 Hoffenheim,€22.00m
362,https://img.a.transfermarkt.technology/portrait/small/321247-1609843064.jpg?lm=1,Emiliano Buendía,Right Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/1123.png?lm=1457723273,Norwich City,€22.00m
363,https://img.a.transfermarkt.technology/portrait/small/318077-1595948203.jpg?lm=1,Lucas Torreira,Defensive Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569,Uruguay,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,Atlético Madrid,€22.00m
364,https://img.a.transfermarkt.technology/portrait/small/303116-1573227585.jpg?lm=1,Gaetano Castrovilli,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/430.png?lm=1520933432,ACF Fiorentina,€22.00m
365,https://img.a.transfermarkt.technology/portrait/small/290532-1538466883.jpg?lm=1,Saïd Benrahma,Left Winger,25,https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569,Algeria,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,West Ham United,€22.00m
366,https://img.a.transfermarkt.technology/portrait/small/289592-1532078142.jpg?lm=1,Orel Mangala,Defensive Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/79.png?lm=1487024087,VfB Stuttgart,€22.00m
367,https://img.a.transfermarkt.technology/portrait/small/284732-1599989261.jpg?lm=1,Ramy Bensebaini,Left-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569,Algeria,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,Borussia Mönchengladbach,€22.00m
368,https://img.a.transfermarkt.technology/portrait/small/283196-1495179788.jpg?lm=1,Kasper Dolberg,Centre-Forward,23,https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569,Denmark,https://tmssl.akamaized.net/images/wappen/verysmall/417.png?lm=1408779490,OGC Nice,€22.00m
369,https://img.a.transfermarkt.technology/portrait/small/249126-1457456772.jpg?lm=1,Harry Winks,Defensive Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€22.00m
370,https://img.a.transfermarkt.technology/portrait/small/242631-1561558159.jpg?lm=1,Alex Iwobi,Left Winger,25,https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569,Nigeria,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€22.00m
371,https://img.a.transfermarkt.technology/portrait/small/232454-1582474158.jpg?lm=1,Nadiem Amiri,Attacking Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,Bayer 04 Leverkusen,€22.00m
372,https://img.a.transfermarkt.technology/portrait/small/223979-1535447192.jpg?lm=1,Xaver Schlager,Central Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569,Austria,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,VfL Wolfsburg,€22.00m
373,https://img.a.transfermarkt.technology/portrait/small/216569-1535016818.jpg?lm=1,Jérémie Boga,Left Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569,Cote d'Ivoire,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,US Sassuolo,€22.00m
374,https://img.a.transfermarkt.technology/portrait/small/193082-1603799113.jpg?lm=1,Alejandro Grimaldo,Left-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,SL Benfica,€22.00m
375,https://img.a.transfermarkt.technology/portrait/small/191891-1595577862.jpg?lm=1,Arkadiusz Milik,Centre-Forward,27,https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569,Poland,https://tmssl.akamaized.net/images/wappen/verysmall/244.png?lm=1485642163,Olympique Marseille,€22.00m
376,https://img.a.transfermarkt.technology/portrait/small/191614-1515442833.jpg?lm=1,Fred,Central Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€22.00m
377,https://img.a.transfermarkt.technology/portrait/small/169880-1535011899.jpg?lm=1,Giovanni Di Lorenzo,Right-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,SSC Napoli,€22.00m
378,https://img.a.transfermarkt.technology/portrait/small/165513-1594708463.jpg?lm=1,Berat Djimsiti,Centre-Back,28,https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569,Albania,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€22.00m
379,https://img.a.transfermarkt.technology/portrait/small/157495-1598301159.jpg?lm=1,Benjamin Mendy,Left-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€22.00m
380,https://img.a.transfermarkt.technology/portrait/small/134294-1562056403.jpg?lm=1,Danny Ings,Centre-Forward,28,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,Southampton FC,€22.00m
381,https://img.a.transfermarkt.technology/portrait/small/130164-1488971129.jpg?lm=1,Jordan Pickford,Goalkeeper,27,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€22.00m
382,https://img.a.transfermarkt.technology/portrait/small/128901-1544619773.jpg?lm=1,Conor Coady,Centre-Back,28,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€22.00m
383,https://img.a.transfermarkt.technology/portrait/small/126716-1567086685.jpg?lm=1,Paco Alcácer,Centre-Forward,27,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/1050.png?lm=1408655310,Villarreal CF,€22.00m
384,https://img.a.transfermarkt.technology/portrait/small/126422-1448529525.jpg?lm=1,Allan,Central Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€22.00m
385,https://img.a.transfermarkt.technology/portrait/small/111455-1583763084.jpg?lm=1,Granit Xhaka,Defensive Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569,Switzerland,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€22.00m
386,https://img.a.transfermarkt.technology/portrait/small/61651-1528450339.jpg?lm=1,Jordan Henderson,Central Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€22.00m
387,https://img.a.transfermarkt.technology/portrait/small/59377-1454414410.jpg?lm=1,David de Gea,Goalkeeper,30,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€22.00m
388,https://img.a.transfermarkt.technology/portrait/small/231289-1542105996.png?lm=1,Otávio,Attacking Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/720.png?lm=1486310161,FC Porto,€21.00m
389,https://img.a.transfermarkt.technology/portrait/small/207877-1594708315.jpg?lm=1,Ruslan Malinovskyi,Attacking Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569,Ukraine,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€21.00m
390,https://img.a.transfermarkt.technology/portrait/small/578391-1544024458.jpg?lm=1,Rayan Aït Nouri,Left-Back,19,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€20.00m
391,https://img.a.transfermarkt.technology/portrait/small/576028-1549888515.jpg?lm=1,Thiago Almada,Attacking Midfield,20,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/1029.png?lm=1412763033,Club Atlético Vélez Sarsfield,€20.00m
392,https://img.a.transfermarkt.technology/portrait/small/546543-1603798752.jpg?lm=1,Darwin Núñez,Centre-Forward,21,https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569,Uruguay,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,SL Benfica,€20.00m
393,https://img.a.transfermarkt.technology/portrait/small/537382-1616776834.jpg?lm=1,Bryan Gil,Left Winger,20,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/1533.png?lm=1601985991,SD Eibar,€20.00m
394,https://img.a.transfermarkt.technology/portrait/small/525287-1572338427.jpg?lm=1,Carlos Vinícius,Centre-Forward,26,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€20.00m
395,https://img.a.transfermarkt.technology/portrait/small/524481-1611585241.jpg?lm=1,Roger Ibañez,Centre-Back,22,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,AS Roma,€20.00m
396,https://img.a.transfermarkt.technology/portrait/small/486049-1532615423.jpg?lm=1,Jérémy Doku,Right Winger,18,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/273.png?lm=1408779098,Stade Rennais FC,€20.00m
397,https://img.a.transfermarkt.technology/portrait/small/479999-1522826274.jpg?lm=1,Eberechi Eze,Attacking Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,Crystal Palace,€20.00m
398,https://img.a.transfermarkt.technology/portrait/small/471690-1543494081.jpg?lm=1,Max Aarons,Right-Back,21,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/1123.png?lm=1457723273,Norwich City,€20.00m
399,https://img.a.transfermarkt.technology/portrait/small/469781-1576329259.jpg?lm=1,Marcos Senesi,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/234.png?lm=1457643518,Feyenoord Rotterdam,€20.00m
400,https://img.a.transfermarkt.technology/portrait/small/466794-1569334819.jpg?lm=1,Eric García,Centre-Back,20,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€20.00m
401,https://img.a.transfermarkt.technology/portrait/small/465830-1479730492.jpg?lm=1,Mattéo Guendouzi,Central Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/44.png?lm=1534505742,Hertha BSC,€20.00m
402,https://img.a.transfermarkt.technology/portrait/small/457931-1595857216.jpg?lm=1,Luiz Felipe,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,SS Lazio,€20.00m
403,https://img.a.transfermarkt.technology/portrait/small/425334-1541149402.JPG?lm=1,Matty Cash,Right-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,Aston Villa,€20.00m
404,https://img.a.transfermarkt.technology/portrait/small/410225-1491921148.jpg?lm=1,Ismaïla Sarr,Right Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569,Senegal,https://tmssl.akamaized.net/images/wappen/verysmall/1010.png?lm=1468103673,Watford FC,€20.00m
405,https://img.a.transfermarkt.technology/portrait/small/401922-1571728208.jpg?lm=1,Samuel Chukwueze,Right Winger,21,https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569,Nigeria,https://tmssl.akamaized.net/images/wappen/verysmall/1050.png?lm=1408655310,Villarreal CF,€20.00m
406,https://img.a.transfermarkt.technology/portrait/small/392775-1554559145.jpg?lm=1,Ryan Sessegnon,Left-Back,20,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/533.png?lm=1458907862,TSG 1899 Hoffenheim,€20.00m
407,https://img.a.transfermarkt.technology/portrait/small/386726-1606144242.jpg?lm=1,Yusuf Yazici,Second Striker,24,https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569,Turkey,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,LOSC Lille,€20.00m
408,https://img.a.transfermarkt.technology/portrait/small/371256-1569591404.png?lm=1,Tetê,Right Winger,21,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/660.png?lm=1396275305,Shakhtar Donetsk,€20.00m
409,https://img.a.transfermarkt.technology/portrait/small/365172-1601103855.png?lm=1,Patson Daka,Centre-Forward,22,https://tmssl.akamaized.net/images/flagge/verysmall/142.png?lm=1520611569,Zambia,https://tmssl.akamaized.net/images/wappen/verysmall/409.png?lm=1557737354,Red Bull Salzburg,€20.00m
410,https://img.a.transfermarkt.technology/portrait/small/355628-1447313485.jpg?lm=1,Igor Zubeldia,Defensive Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,Real Sociedad,€20.00m
411,https://img.a.transfermarkt.technology/portrait/small/351809-1574688912.jpg?lm=1,Robin Le Normand,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,Real Sociedad,€20.00m
412,https://img.a.transfermarkt.technology/portrait/small/341647-1596098790.jpg?lm=1,Cengiz Ünder,Right Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569,Turkey,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€20.00m
413,https://img.a.transfermarkt.technology/portrait/small/339332-1608459543.jpg?lm=1,Noa Lang,Left Winger,21,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/2282.png?lm=1448474251,Club Brugge KV,€20.00m
414,https://img.a.transfermarkt.technology/portrait/small/338285-1509551791.jpg?lm=1,Unai Núñez,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/621.png?lm=1565768743,Athletic Bilbao,€20.00m
415,https://img.a.transfermarkt.technology/portrait/small/332705-1520879624.jpg?lm=1,Tyler Adams,Defensive Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569,United States,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€20.00m
416,https://img.a.transfermarkt.technology/portrait/small/332179-1453384433.jpg?lm=1,Matteo Pessina,Attacking Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€20.00m
